,city,state,gender,employment,owns_coffee_machine,owns_car,month,year,year_dob,beverage_preference,bought_coffee
24792,Willowbrook,IL,male,unempolyed,yes,True,8,2019,1992,soda,False
24793,Naperville,IL,female,full-time,no,True,4,2019,1983,coffee,False
24794,Barrington,IL,female,full-time,yes,True,11,2019,1987,tea,False
24795,Inverness,IL,female,full-time,no,True,12,2018,1978,coffee,False
24796,West Dundee,IL,male,full-time,yes,True,2,2018,1979,coffee,False
24797,Mokena,IL,female,full-time,no,True,3,2018,1979,coffee,False
24798,Warrenville,IL,female,part-time,yes,True,4,2018,1968,coffee,False
24799,Naperville,IL,female,full-time,yes,True,11,2018,1983,coffee,False
24800,Hoffman Estates,IL,female,unempolyed,yes,True,7,2019,1984,tea,False
24801,West Dundee,IL,female,full-time,yes,True,5,2018,1977,wine,False
24802,Plainfield,IL,female,full-time,yes,True,3,2018,1982,wine,False
24803,Aurora,IL,female,full-time,yes,True,3,2019,1979,coffee,False
24804,Inverness,IL,female,unempolyed,no,True,6,2019,1987,coffee,False
24805,Hoffman Estates,IL,female,full-time,yes,False,7,2018,1976,coffee,False
24806,Naperville,IL,female,retired,yes,True,4,2019,1988,coffee,False
24807,Bolingbrook,IL,male,unempolyed,no,True,12,2019,1989,soda,False
24808,Algonquin,IL,male,student,yes,True,3,2019,1993,tea,False
24809,Glen Ellyn,IL,male,part-time,no,False,5,2018,1978,soda,False
24810,Batavia,IL,male,student,yes,True,4,2019,1993,coffee,False
24811,Palatine,IL,female,part-time,yes,True,4,2018,1986,soda,False
24812,Deer Park,IL,male,full-time,no,True,7,2019,1980,soda,False
24813,Naperville,IL,female,student,no,True,6,2019,1985,soda,False
24814,Inverness,IL,female,full-time,no,True,3,2018,1968,coffee,False
24815,Naperville,IL,female,part-time,no,True,3,2018,1975,coffee,False
24816,Plainfield,IL,male,full-time,yes,True,8,2019,1992,coffee,False
24817,Glen Ellyn,IL,male,full-time,yes,True,4,2018,1978,coffee,False
24818,St. Charles,IL,female,unempolyed,yes,True,9,2019,1987,wine,False
24819,Barrington,IL,male,unempolyed,yes,True,1,2018,1971,beer,False
24820,Chicago,IL,female,student,no,False,10,2019,1992,tea,False
24821,Elgin,IL,female,full-time,yes,True,8,2018,1976,tea,False
24822,Batavia,IL,female,part-time,yes,True,2,2019,1992,coffee,False
24823,Inverness,IL,male,unempolyed,yes,True,9,2019,1986,coffee,False
24824,Glen Ellyn,IL,male,unempolyed,yes,True,2,2019,1986,coffee,False
24825,Minooka,IL,female,full-time,yes,True,7,2019,1991,wine,False
24826,St. Charles,IL,female,student,no,True,8,2019,1994,tea,False
24827,Naperville,IL,female,unempolyed,no,True,3,2018,1985,coffee,False
24828,Bolingbrook,IL,female,retired,yes,True,7,2018,1978,tea,False
24829,St. Charles,IL,female,full-time,no,True,2,2018,1975,tea,False
24831,Carol Stream,IL,female,part-time,yes,True,9,2018,1967,coffee,False
24832,Inverness,IL,female,full-time,yes,True,4,2018,1973,wine,False
24833,Deer Park,IL,female,full-time,yes,True,6,2018,1981,tea,False
24834,Inverness,IL,male,student,no,True,10,2019,1994,beer,False
24835,Glen Ellyn,IL,female,full-time,no,True,8,2018,1968,coffee,False
24836,Streamwood,IL,male,student,no,True,9,2018,1981,coffee,False
24837,St. Charles,IL,female,retired,yes,True,12,2019,1990,wine,False
24838,Aurora,IL,male,unempolyed,no,False,3,2018,1974,beer,False
24839,Naperville,IL,female,full-time,no,True,3,2019,1993,wine,False
24840,Plainfield,IL,female,student,yes,True,5,2019,1993,beer,False
24841,West Chicago,IL,male,part-time,no,True,10,2018,1973,coffee,False
24842,West Chicago,IL,female,full-time,yes,True,3,2018,1966,tea,False
24843,West Dundee,IL,female,part-time,no,True,5,2019,1976,coffee,False
24844,Schaumburg,IL,female,full-time,yes,False,2,2019,1984,wine,False
24845,Carol Stream,IL,female,retired,yes,True,4,2018,1979,coffee,False
24846,Streamwood,IL,male,unempolyed,i don't know,True,6,2019,1988,beer,False
24847,Mokena,IL,female,retired,yes,False,3,2018,1977,wine,False
24848,Aurora,IL,female,part-time,yes,True,5,2019,1992,coffee,False
24849,Romeoville,IL,male,student,yes,True,6,2018,1989,beer,False
24850,Elgin,IL,male,unempolyed,yes,True,6,2019,1992,beer,False
24851,Romeoville,IL,female,full-time,yes,True,6,2019,1992,coffee,False
24852,Aurora,IL,female,full-time,no,True,7,2018,1982,coffee,False
24853,Aurora,IL,female,full-time,yes,True,8,2018,1975,coffee,False
24854,Barrington,IL,male,full-time,yes,True,9,2018,1981,coffee,False
24855,Carol Stream,IL,female,part-time,no,True,6,2019,1986,wine,False
24856,Glen Ellyn,IL,female,unempolyed,yes,True,5,2018,1967,coffee,False
24857,Chicago,IL,male,full-time,yes,True,4,2019,1993,coffee,False
24858,West Chicago,IL,female,student,yes,True,9,2019,1987,tea,False
24859,Aurora,IL,female,unempolyed,yes,True,8,2019,1985,coffee,False
24860,Palatine,IL,female,student,no,True,5,2018,1987,wine,False
24861,Inverness,IL,male,full-time,i don't know,True,11,2018,1978,coffee,False
24862,Streamwood,IL,female,student,yes,True,4,2019,1986,coffee,True
24863,Willowbrook,IL,male,student,yes,True,6,2019,1993,beer,False
24864,Glen Ellyn,IL,male,full-time,no,True,10,2019,1984,coffee,False
24865,Oswego,IL,male,full-time,yes,False,8,2018,1979,coffee,False
24866,Deer Park,IL,male,full-time,no,True,6,2018,1983,coffee,False
24867,West Chicago,IL,female,full-time,yes,True,6,2018,1975,coffee,False
24868,Streamwood,IL,female,part-time,no,True,4,2018,1977,coffee,False
24869,Bolingbrook,IL,female,full-time,yes,True,9,2018,1984,coffee,False
24870,Batavia,IL,male,part-time,i don't know,True,6,2018,1977,beer,False
24871,Inverness,IL,female,unempolyed,no,False,1,2018,1981,wine,False
24872,Minooka,IL,male,part-time,yes,True,2,2019,1989,coffee,False
24873,Carol Stream,IL,male,part-time,no,True,5,2018,1972,coffee,False
24874,Bolingbrook,IL,female,full-time,yes,False,6,2018,1977,tea,False
24875,Mokena,IL,female,unempolyed,no,True,9,2019,1987,coffee,False
24876,St. Charles,IL,male,part-time,no,True,8,2019,1993,beer,False
24877,Chicago,IL,female,student,yes,True,4,2018,1984,wine,False
24878,Willowbrook,IL,female,full-time,no,True,3,2019,1984,tea,False
24879,Elgin,IL,female,full-time,i don't know,True,11,2019,1989,tea,False
24880,Algonquin,IL,male,full-time,yes,True,12,2018,1975,coffee,False
24881,Wheaton,IL,female,full-time,yes,True,4,2018,1971,coffee,False
24882,Willowbrook,IL,male,student,no,True,9,2019,1988,coffee,False
24883,Bolingbrook,IL,female,full-time,no,True,5,2019,1980,coffee,False
24884,Oswego,IL,female,unempolyed,no,True,4,2018,1978,tea,False
24885,Wheaton,IL,male,full-time,yes,True,9,2018,1981,coffee,False
24886,Wheaton,IL,female,retired,no,True,9,2019,1991,tea,False
24887,Inverness,IL,female,student,i don't know,True,7,2019,1994,wine,True
24888,Romeoville,IL,male,full-time,yes,True,4,2018,1971,coffee,False
24889,West Chicago,IL,female,full-time,no,True,1,2018,1969,tea,False
24890,Palatine,IL,female,full-time,yes,True,10,2019,1987,coffee,False
24891,West Dundee,IL,female,part-time,no,True,11,2018,1977,tea,False
24892,Bolingbrook,IL,female,part-time,no,True,6,2018,1972,wine,False
24893,Naperville,IL,male,unempolyed,yes,False,10,2018,1985,beer,False
24894,Romeoville,IL,female,unempolyed,yes,True,7,2018,1980,coffee,False
24895,Deer Park,IL,female,part-time,yes,True,4,2018,1974,coffee,False
24896,Streamwood,IL,male,student,yes,True,8,2019,1993,beer,False
24897,Elgin,IL,male,unempolyed,no,True,10,2018,1974,coffee,False
24898,Warrenville,IL,female,full-time,yes,True,3,2018,1974,coffee,False
24899,Romeoville,IL,male,full-time,no,True,3,2018,1971,beer,False
24900,Inverness,IL,male,part-time,yes,True,6,2018,1978,coffee,False
24901,Willowbrook,IL,female,full-time,yes,True,10,2019,1987,tea,False
24902,Bolingbrook,IL,male,full-time,yes,True,12,2018,1972,beer,False
24903,Willowbrook,IL,female,student,no,True,3,2019,1984,coffee,True
24904,Minooka,IL,male,full-time,i don't know,True,9,2018,1977,coffee,False
24905,Warrenville,IL,female,full-time,yes,True,10,2019,1984,tea,False
24906,Chicago,IL,female,part-time,yes,True,10,2018,1977,wine,False
24907,Chicago,IL,male,retired,yes,True,10,2018,1977,beer,False
24908,Elgin,IL,male,part-time,yes,True,9,2018,1969,coffee,False
24909,Minooka,IL,female,retired,yes,True,3,2018,1974,coffee,False
24910,Carol Stream,IL,female,full-time,yes,True,5,2018,1977,tea,True
24911,Minooka,IL,male,unempolyed,yes,True,10,2019,1987,beer,False
24912,Elgin,IL,male,student,no,True,11,2018,1989,coffee,False
24913,Warrenville,IL,male,unempolyed,yes,True,10,2019,1999,soda,False
24915,Plainfield,IL,male,full-time,yes,True,7,2019,1984,beer,False
24916,Hoffman Estates,IL,female,full-time,yes,True,5,2019,1984,wine,True
24917,Plainfield,IL,female,part-time,no,True,4,2018,1977,wine,False
24918,Carol Stream,IL,female,part-time,yes,True,3,2018,1985,coffee,False
24919,Willowbrook,IL,female,full-time,yes,False,7,2018,1982,coffee,False
24920,Schaumburg,IL,female,retired,no,True,12,2019,1991,coffee,False
24921,Willowbrook,IL,female,part-time,yes,True,6,2018,1977,tea,False
24922,Inverness,IL,male,unempolyed,no,True,11,2018,1981,beer,False
24923,Hoffman Estates,IL,female,full-time,yes,True,5,2018,1978,coffee,False
24924,Streamwood,IL,male,unempolyed,yes,True,3,2019,1983,tea,False
24925,Deer Park,IL,male,full-time,yes,True,7,2019,1989,coffee,False
24926,Bolingbrook,IL,male,full-time,no,True,2,2019,1982,beer,False
24927,Bolingbrook,IL,female,full-time,no,False,3,2018,1978,coffee,False
24928,Warrenville,IL,female,student,yes,True,4,2019,1991,coffee,False
24929,Wheaton,IL,female,full-time,yes,True,10,2018,1986,coffee,False
24930,Aurora,IL,male,full-time,yes,True,7,2018,1987,tea,False
24931,Mokena,IL,male,full-time,no,True,2,2018,1981,soda,False
24932,Barrington,IL,male,student,yes,True,5,2018,1984,soda,False
24933,Mokena,IL,female,full-time,yes,True,5,2018,1974,tea,False
24934,Aurora,IL,male,part-time,yes,True,3,2018,1983,wine,False
24935,Chicago,IL,female,full-time,yes,False,3,2018,1971,coffee,False
24936,Carol Stream,IL,female,full-time,no,True,8,2018,1976,tea,False
24937,Palatine,IL,female,part-time,yes,True,12,2018,1987,coffee,False
24938,Carol Stream,IL,male,unempolyed,yes,True,5,2019,1986,tea,False
24939,Batavia,IL,female,full-time,no,True,6,2019,1984,wine,False
24940,St. Charles,IL,female,unempolyed,yes,True,2,2018,1970,beer,False
24941,Schaumburg,IL,female,full-time,yes,False,5,2018,1973,coffee,False
24942,Naperville,IL,female,unempolyed,yes,True,9,2019,1990,wine,False
24943,West Dundee,IL,female,unempolyed,yes,True,5,2019,1989,tea,False
24944,Batavia,IL,female,part-time,yes,True,9,2019,1992,tea,False
24945,Minooka,IL,male,part-time,yes,True,2,2018,1969,beer,False
24946,West Dundee,IL,female,unempolyed,yes,True,12,2018,1982,coffee,False
24947,Oswego,IL,female,retired,no,True,12,2018,1976,tea,False
24948,Glen Ellyn,IL,female,full-time,yes,True,7,2018,1982,coffee,False
24949,Minooka,IL,male,part-time,no,True,7,2019,1996,coffee,False
24950,Schaumburg,IL,male,unempolyed,yes,True,12,2018,1978,tea,False
24951,Mokena,IL,female,student,yes,False,5,2019,1992,soda,False
24952,West Dundee,IL,female,part-time,yes,True,5,2019,1986,coffee,False
24953,Romeoville,IL,male,student,no,False,2,2019,1984,coffee,False
24954,Inverness,IL,female,part-time,no,True,6,2018,1975,coffee,False
24955,Wheaton,IL,male,unempolyed,yes,True,9,2018,1974,coffee,False
24956,Romeoville,IL,male,full-time,i don't know,True,10,2018,1977,coffee,False
24957,Romeoville,IL,male,student,yes,False,9,2019,1986,coffee,False
24958,Bolingbrook,IL,male,unempolyed,yes,False,10,2018,1978,beer,False
24959,Naperville,IL,male,full-time,no,True,10,2019,1990,soda,False
24960,Romeoville,IL,female,part-time,no,True,4,2018,1981,coffee,False
24961,St. Charles,IL,female,unempolyed,yes,True,1,2018,1978,coffee,False
24962,Oswego,IL,male,full-time,no,True,11,2019,1990,beer,False
24963,Carol Stream,IL,male,full-time,yes,True,11,2019,1985,tea,False
24964,St. Charles,IL,female,part-time,i don't know,True,2,2018,1973,coffee,False
24965,Hoffman Estates,IL,female,full-time,no,True,7,2018,1973,coffee,False
24966,Naperville,IL,male,full-time,yes,True,7,2018,1973,coffee,False
24967,Chicago,IL,male,retired,no,False,5,2018,1977,coffee,False
24968,Inverness,IL,male,part-time,no,True,2,2019,1984,soda,False
24969,Aurora,IL,male,unempolyed,yes,True,5,2019,1985,beer,False
24970,Deer Park,IL,female,full-time,yes,True,5,2018,1978,coffee,False
24971,Minooka,IL,female,full-time,no,True,6,2018,1981,coffee,False
24972,Bolingbrook,IL,female,full-time,yes,True,8,2018,1977,coffee,False
24973,Oswego,IL,male,full-time,yes,True,3,2018,1972,beer,False
24974,Willowbrook,IL,male,full-time,i don't know,True,12,2019,1988,beer,False
24975,Mokena,IL,male,unempolyed,yes,True,4,2018,1982,coffee,False
24976,Hoffman Estates,IL,male,student,no,True,8,2018,1987,beer,False
24977,Barrington,IL,male,full-time,yes,True,10,2019,1987,coffee,False
24978,Chicago,IL,male,full-time,yes,False,7,2018,1985,beer,False
24979,Willowbrook,IL,male,unempolyed,no,True,4,2018,1980,coffee,False
24980,Aurora,IL,female,part-time,yes,True,5,2019,1997,coffee,False
24981,Mokena,IL,male,retired,yes,False,8,2019,1993,soda,False
24982,Streamwood,IL,female,student,yes,True,5,2018,1993,coffee,False
24983,West Chicago,IL,male,part-time,yes,True,11,2019,1990,coffee,False
24984,Naperville,IL,female,unempolyed,yes,True,3,2019,1984,coffee,True
24985,Hoffman Estates,IL,female,part-time,yes,True,7,2018,1967,coffee,False
24986,Romeoville,IL,male,full-time,no,True,10,2018,1970,coffee,False
24987,Aurora,IL,female,unempolyed,yes,False,6,2018,1981,tea,False
24988,Bolingbrook,IL,female,unempolyed,yes,True,5,2019,1988,coffee,False
24989,Plainfield,IL,female,full-time,yes,True,11,2018,1974,coffee,False
24990,Hoffman Estates,IL,female,full-time,yes,True,4,2018,1980,wine,False
24991,Minooka,IL,female,full-time,no,True,10,2019,1991,tea,False
24992,Plainfield,IL,female,unempolyed,yes,True,12,2018,1975,coffee,False
24993,Bolingbrook,IL,male,full-time,no,True,4,2018,1977,soda,False
24994,Inverness,IL,male,part-time,yes,True,8,2019,1991,tea,False
24995,Warrenville,IL,male,retired,yes,True,11,2019,1989,coffee,False
24996,Minooka,IL,female,retired,no,True,7,2019,1987,coffee,False
24997,Barrington,IL,male,student,yes,True,6,2019,1997,beer,False
24998,Romeoville,IL,male,unempolyed,no,True,1,2019,1990,beer,False
24999,Palatine,IL,female,full-time,yes,True,4,2018,1982,soda,False
25000,Chicago,IL,male,student,no,False,7,2019,1995,beer,False
25001,Deer Park,IL,female,part-time,no,True,6,2018,1980,coffee,False
25002,Schaumburg,IL,female,full-time,yes,True,10,2019,1984,tea,True
25003,Bolingbrook,IL,female,unempolyed,no,True,12,2019,1985,coffee,False
25004,Warrenville,IL,male,full-time,yes,True,10,2019,1990,beer,False
25005,Elgin,IL,female,part-time,no,True,11,2019,1982,tea,False
25006,Inverness,IL,male,full-time,no,True,8,2019,1991,beer,False
25007,Bolingbrook,IL,female,student,yes,True,12,2019,1986,coffee,True
25008,Bolingbrook,IL,female,part-time,yes,True,7,2018,1974,wine,False
25009,Warrenville,IL,female,full-time,i don't know,True,3,2018,1978,tea,False
25010,Batavia,IL,male,unempolyed,no,True,5,2019,1994,tea,False
25011,Oswego,IL,male,unempolyed,yes,True,6,2019,1988,wine,False
25012,Schaumburg,IL,female,full-time,no,True,5,2018,1978,coffee,False
25013,Streamwood,IL,male,unempolyed,yes,True,8,2018,1980,coffee,False
25014,Schaumburg,IL,female,full-time,yes,True,1,2018,1979,wine,False
25015,Warrenville,IL,male,student,no,True,9,2019,1992,coffee,False
25016,Mokena,IL,female,full-time,no,False,3,2018,1981,coffee,False
25017,Glen Ellyn,IL,female,unempolyed,no,True,8,2018,1979,tea,False
25018,Glen Ellyn,IL,male,full-time,yes,True,2,2018,1979,coffee,False
25019,Naperville,IL,male,student,no,False,7,2019,1986,beer,False
25020,Plainfield,IL,female,part-time,no,True,7,2019,1985,wine,False
25021,Hoffman Estates,IL,female,unempolyed,yes,True,6,2018,1974,coffee,False
25022,Batavia,IL,female,full-time,no,True,5,2019,1987,coffee,False
25023,Bolingbrook,IL,female,unempolyed,yes,True,4,2019,1989,tea,False
25024,Wheaton,IL,male,full-time,yes,True,8,2018,1980,beer,False
25025,Palatine,IL,male,unempolyed,yes,True,1,2019,1981,beer,False
25026,Glen Ellyn,IL,female,part-time,no,True,7,2019,1994,tea,False
25027,Chicago,IL,male,unempolyed,no,True,10,2018,1977,beer,False
25028,Batavia,IL,male,unempolyed,yes,True,7,2018,1975,tea,False
25029,Plainfield,IL,male,part-time,yes,False,6,2019,1988,beer,False
25030,Barrington,IL,male,full-time,no,True,5,2018,1981,coffee,False
25031,Glen Ellyn,IL,male,part-time,yes,True,7,2019,1986,beer,False
25032,Schaumburg,IL,female,part-time,yes,False,1,2019,1983,coffee,False
25033,Barrington,IL,male,full-time,yes,True,1,2019,1990,soda,False
25034,Inverness,IL,female,retired,yes,True,6,2018,1979,wine,False
25035,Bolingbrook,IL,male,part-time,yes,True,1,2019,1988,soda,False
25036,Warrenville,IL,male,unempolyed,no,True,9,2019,1988,coffee,False
25037,Wheaton,IL,male,part-time,i don't know,True,3,2019,1987,beer,False
25038,Warrenville,IL,male,part-time,no,True,9,2019,1997,coffee,False
25039,Glen Ellyn,IL,female,student,yes,True,8,2019,1986,coffee,False
25040,Minooka,IL,male,full-time,no,True,7,2018,1977,tea,False
25041,Elgin,IL,male,part-time,yes,True,10,2019,1994,beer,False
25042,Elgin,IL,male,retired,no,False,11,2018,1979,tea,False
25043,Deer Park,IL,male,full-time,yes,True,8,2018,1976,coffee,False
25044,West Chicago,IL,female,part-time,yes,True,12,2019,1988,tea,False
25045,Romeoville,IL,male,full-time,yes,False,11,2019,1981,coffee,False
25046,St. Charles,IL,male,full-time,yes,True,11,2018,1978,coffee,False
25047,Hoffman Estates,IL,female,unempolyed,yes,False,8,2019,1986,coffee,False
25048,West Dundee,IL,female,full-time,no,True,1,2018,1975,coffee,False
25049,Algonquin,IL,male,full-time,no,True,11,2019,1993,coffee,False
25050,West Dundee,IL,female,part-time,no,True,12,2018,1981,coffee,False
25051,Oswego,IL,female,retired,yes,True,1,2019,1990,coffee,False
25053,Mokena,IL,male,unempolyed,i don't know,True,7,2019,1987,tea,False
25054,Mokena,IL,male,part-time,yes,True,4,2018,1981,coffee,False
25055,Glen Ellyn,IL,male,unempolyed,yes,True,5,2019,1991,beer,False
25056,Carol Stream,IL,male,student,no,True,6,2019,1997,beer,False
25057,Aurora,IL,female,part-time,yes,True,4,2018,1976,soda,False
25058,Bolingbrook,IL,female,part-time,yes,True,4,2019,1989,tea,False
25059,Inverness,IL,male,full-time,yes,False,7,2018,1976,soda,False
